dataset,condition,dimension,technique,range,metric,mean_original,mean_balanced,cohens_d,effect_size
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,TBR_2,RMSE,39.376,39.574,-0.1292,negligible
T1DiabetesGranada,balanced_age_undersampling_smote,age,undersampling_smote,TBR_2,RMSE,39.376,38.78,0.4212,small
T1DiabetesGranada,balanced_sex_jittering,sex,jittering,TBR_2,RMSE,39.376,39.814,-0.392,small
T1DiabetesGranada,balanced_sex_oversampling,sex,oversampling,TBR_2,RMSE,39.376,39.664,-0.2611,small
T1DiabetesGranada,balanced_sex_oversampling_tomek,sex,oversampling_tomek,TBR_2,RMSE,39.376,39.284,0.0575,negligible
T1DiabetesGranada,balanced_sex_patient_aware_undersampling,sex,patient_aware_undersampling,TBR_2,RMSE,39.376,39.354,0.0152,negligible
T1DiabetesGranada,balanced_sex_smote,sex,smote,TBR_2,RMSE,39.376,39.6,-0.1651,negligible
T1DiabetesGranada,balanced_sex_smote_tomek,sex,smote_tomek,TBR_2,RMSE,39.376,39.63,-0.215,small
T1DiabetesGranada,balanced_sex_tomek_links,sex,tomek_links,TBR_2,RMSE,39.376,39.984,-0.3924,small
T1DiabetesGranada,balanced_sex_undersampling,sex,undersampling,TBR_2,RMSE,39.376,39.722,-0.2569,small
T1DiabetesGranada,balanced_sex_undersampling_oversampling,sex,undersampling_oversampling,TBR_2,RMSE,39.376,39.788,-0.3065,small
T1DiabetesGranada,balanced_sex_undersampling_smote,sex,undersampling_smote,TBR_2,RMSE,39.376,39.344,0.0275,negligible
T1DiabetesGranada,balanced_age_jittering,age,jittering,TBR_2,MAE,35.106,35.524,-0.2972,small
T1DiabetesGranada,balanced_age_oversampling,age,oversampling,TBR_2,MAE,35.106,35.124,-0.0131,negligible
T1DiabetesGranada,balanced_age_oversampling_tomek,age,oversampling_tomek,TBR_2,MAE,35.106,34.662,0.3031,small
T1DiabetesGranada,balanced_age_patient_aware_undersampling,age,patient_aware_undersampling,TBR_2,MAE,35.106,35.602,-0.3455,small
T1DiabetesGranada,balanced_age_smote,age,smote,TBR_2,MAE,35.106,34.082,0.7432,medium
T1DiabetesGranada,balanced_age_smote_tomek,age,smote_tomek,TBR_2,MAE,35.106,34.51,0.5409,medium
T1DiabetesGranada,balanced_age_tomek_links,age,tomek_links,TBR_2,MAE,35.106,35.24,-0.1099,negligible
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,TBR_2,MAE,35.106,35.34,-0.1656,negligible
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,TBR_2,MAE,35.106,35.086,0.0158,negligible
T1DiabetesGranada,balanced_age_undersampling_smote,age,undersampling_smote,TBR_2,MAE,35.106,34.35,0.5346,medium
T1DiabetesGranada,balanced_sex_jittering,sex,jittering,TBR_2,MAE,35.106,35.668,-0.5662,medium
T1DiabetesGranada,balanced_sex_oversampling,sex,oversampling,TBR_2,MAE,35.106,35.648,-0.4831,small
T1DiabetesGranada,balanced_sex_oversampling_tomek,sex,oversampling_tomek,TBR_2,MAE,35.106,34.934,0.1112,negligible
T1DiabetesGranada,balanced_sex_patient_aware_undersampling,sex,patient_aware_undersampling,TBR_2,MAE,35.106,34.988,0.0889,negligible
T1DiabetesGranada,balanced_sex_smote,sex,smote,TBR_2,MAE,35.106,35.338,-0.1858,negligible
T1DiabetesGranada,balanced_sex_smote_tomek,sex,smote_tomek,TBR_2,MAE,35.106,35.462,-0.2818,small
T1DiabetesGranada,balanced_sex_tomek_links,sex,tomek_links,TBR_2,MAE,35.106,35.954,-0.458,small
T1DiabetesGranada,balanced_sex_undersampling,sex,undersampling,TBR_2,MAE,35.106,35.544,-0.3588,small
T1DiabetesGranada,balanced_sex_undersampling_oversampling,sex,undersampling_oversampling,TBR_2,MAE,35.106,35.724,-0.474,small
T1DiabetesGranada,balanced_sex_undersampling_smote,sex,undersampling_smote,TBR_2,MAE,35.106,35.168,-0.0603,negligible
T1DiabetesGranada,balanced_age_jittering,age,jittering,TBR_1,RMSE,35.916,36.066,-0.1715,negligible
T1DiabetesGranada,balanced_age_oversampling,age,oversampling,TBR_1,RMSE,35.916,35.806,0.1094,negligible
T1DiabetesGranada,balanced_age_oversampling_tomek,age,oversampling_tomek,TBR_1,RMSE,35.916,35.632,0.2604,small
T1DiabetesGranada,balanced_age_patient_aware_undersampling,age,patient_aware_undersampling,TBR_1,RMSE,35.916,36.428,-0.4794,small
T1DiabetesGranada,balanced_age_smote,age,smote,TBR_1,RMSE,35.916,35.46,0.4293,small
T1DiabetesGranada,balanced_age_smote_tomek,age,smote_tomek,TBR_1,RMSE,35.916,35.626,0.336,small
T1DiabetesGranada,balanced_age_tomek_links,age,tomek_links,TBR_1,RMSE,35.916,35.728,0.1834,negligible
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,TBR_1,RMSE,35.916,35.996,-0.0862,negligible
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,TBR_1,RMSE,35.916,36.136,-0.1818,negligible
T1DiabetesGranada,balanced_age_undersampling_smote,age,undersampling_smote,TBR_1,RMSE,35.916,35.596,0.3285,small
T1DiabetesGranada,balanced_sex_jittering,sex,jittering,TBR_1,RMSE,35.916,35.962,-0.0595,negligible
T1DiabetesGranada,balanced_sex_oversampling,sex,oversampling,TBR_1,RMSE,35.916,35.854,0.0731,negligible
T1DiabetesGranada,balanced_sex_oversampling_tomek,sex,oversampling_tomek,TBR_1,RMSE,35.916,35.732,0.1656,negligible
T1DiabetesGranada,balanced_sex_patient_aware_undersampling,sex,patient_aware_undersampling,TBR_1,RMSE,35.916,35.828,0.0797,negligible
T1DiabetesGranada,balanced_sex_smote,sex,smote,TBR_1,RMSE,35.916,35.906,0.0103,negligible
T1DiabetesGranada,balanced_sex_smote_tomek,sex,smote_tomek,TBR_1,RMSE,35.916,36.026,-0.1212,negligible
T1DiabetesGranada,balanced_sex_tomek_links,sex,tomek_links,TBR_1,RMSE,35.916,36.278,-0.3091,small
T1DiabetesGranada,balanced_sex_undersampling,sex,undersampling,TBR_1,RMSE,35.916,36.128,-0.2232,small
T1DiabetesGranada,balanced_sex_undersampling_oversampling,sex,undersampling_oversampling,TBR_1,RMSE,35.916,36.13,-0.2248,small
T1DiabetesGranada,balanced_sex_undersampling_smote,sex,undersampling_smote,TBR_1,RMSE,35.916,35.514,0.4465,small
T1DiabetesGranada,balanced_age_jittering,age,jittering,TBR_1,MAE,30.634,30.67,-0.0381,negligible
T1DiabetesGranada,balanced_age_oversampling,age,oversampling,TBR_1,MAE,30.634,30.5,0.1471,negligible
T1DiabetesGranada,balanced_age_oversampling_tomek,age,oversampling_tomek,TBR_1,MAE,30.634,30.24,0.4107,small
T1DiabetesGranada,balanced_age_patient_aware_undersampling,age,patient_aware_undersampling,TBR_1,MAE,30.634,31.166,-0.5744,medium
T1DiabetesGranada,balanced_age_smote,age,smote,TBR_1,MAE,30.634,29.908,0.8109,large
T1DiabetesGranada,balanced_age_smote_tomek,age,smote_tomek,TBR_1,MAE,30.634,30.162,0.6241,medium
T1DiabetesGranada,balanced_age_tomek_links,age,tomek_links,TBR_1,MAE,30.634,30.434,0.2102,small
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,TBR_1,MAE,30.634,30.782,-0.1799,negligible
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,TBR_1,MAE,30.634,30.86,-0.2202,small
T1DiabetesGranada,balanced_age_undersampling_smote,age,undersampling_smote,TBR_1,MAE,30.634,30.18,0.5748,medium
T1DiabetesGranada,balanced_sex_jittering,sex,jittering,TBR_1,MAE,30.634,30.776,-0.2262,small
T1DiabetesGranada,balanced_sex_oversampling,sex,oversampling,TBR_1,MAE,30.634,30.738,-0.1375,negligible
T1DiabetesGranada,balanced_sex_oversampling_tomek,sex,oversampling_tomek,TBR_1,MAE,30.634,30.248,0.3609,small
T1DiabetesGranada,balanced_sex_patient_aware_undersampling,sex,patient_aware_undersampling,TBR_1,MAE,30.634,30.482,0.1375,negligible
T1DiabetesGranada,balanced_sex_smote,sex,smote,TBR_1,MAE,30.634,30.574,0.0688,negligible
T1DiabetesGranada,balanced_sex_smote_tomek,sex,smote_tomek,TBR_1,MAE,30.634,30.806,-0.1734,negligible
T1DiabetesGranada,balanced_sex_tomek_links,sex,tomek_links,TBR_1,MAE,30.634,31.122,-0.3783,small
T1DiabetesGranada,balanced_sex_undersampling,sex,undersampling,TBR_1,MAE,30.634,31.008,-0.4731,small
T1DiabetesGranada,balanced_sex_undersampling_oversampling,sex,undersampling_oversampling,TBR_1,MAE,30.634,31.08,-0.4614,small
T1DiabetesGranada,balanced_sex_undersampling_smote,sex,undersampling_smote,TBR_1,MAE,30.634,30.25,0.558,medium
T1DiabetesGranada,balanced_age_jittering,age,jittering,TIR,RMSE,26.62,26.692,-0.1111,negligible
T1DiabetesGranada,balanced_age_oversampling,age,oversampling,TIR,RMSE,26.62,26.566,0.0882,negligible
T1DiabetesGranada,balanced_age_oversampling_tomek,age,oversampling_tomek,TIR,RMSE,26.62,26.64,-0.0331,negligible
T1DiabetesGranada,balanced_age_patient_aware_undersampling,age,patient_aware_undersampling,TIR,RMSE,26.62,26.852,-0.3071,small
T1DiabetesGranada,balanced_age_smote,age,smote,TIR,RMSE,26.62,26.666,-0.0735,negligible
T1DiabetesGranada,balanced_age_smote_tomek,age,smote_tomek,TIR,RMSE,26.62,26.626,-0.0091,negligible
T1DiabetesGranada,balanced_age_tomek_links,age,tomek_links,TIR,RMSE,26.62,26.752,-0.2195,small
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,TIR,RMSE,26.62,26.726,-0.1625,negligible
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,TIR,RMSE,26.62,26.582,0.0628,negligible
T1DiabetesGranada,balanced_age_undersampling_smote,age,undersampling_smote,TIR,RMSE,26.62,26.692,-0.1163,negligible
T1DiabetesGranada,balanced_sex_jittering,sex,jittering,TIR,RMSE,26.62,26.496,0.2057,small
T1DiabetesGranada,balanced_sex_oversampling,sex,oversampling,TIR,RMSE,26.62,26.638,-0.0279,negligible
T1DiabetesGranada,balanced_sex_oversampling_tomek,sex,oversampling_tomek,TIR,RMSE,26.62,26.644,-0.0431,negligible
T1DiabetesGranada,balanced_sex_patient_aware_undersampling,sex,patient_aware_undersampling,TIR,RMSE,26.62,26.6,0.0344,negligible
T1DiabetesGranada,balanced_sex_smote,sex,smote,TIR,RMSE,26.62,26.656,-0.0615,negligible
T1DiabetesGranada,balanced_sex_smote_tomek,sex,smote_tomek,TIR,RMSE,26.62,26.556,0.0997,negligible
T1DiabetesGranada,balanced_sex_tomek_links,sex,tomek_links,TIR,RMSE,26.62,26.872,-0.3247,small
T1DiabetesGranada,balanced_sex_undersampling,sex,undersampling,TIR,RMSE,26.62,26.52,0.1528,negligible
T1DiabetesGranada,balanced_sex_undersampling_oversampling,sex,undersampling_oversampling,TIR,RMSE,26.62,26.6,0.0351,negligible
T1DiabetesGranada,balanced_sex_undersampling_smote,sex,undersampling_smote,TIR,RMSE,26.62,26.654,-0.0509,negligible
T1DiabetesGranada,balanced_age_jittering,age,jittering,TIR,MAE,19.364,19.41,-0.1074,negligible
T1DiabetesGranada,balanced_age_oversampling,age,oversampling,TIR,MAE,19.364,19.36,0.0099,negligible
T1DiabetesGranada,balanced_age_oversampling_tomek,age,oversampling_tomek,TIR,MAE,19.364,19.358,0.0147,negligible
T1DiabetesGranada,balanced_age_patient_aware_undersampling,age,patient_aware_undersampling,TIR,MAE,19.364,19.51,-0.2778,small
T1DiabetesGranada,balanced_age_smote,age,smote,TIR,MAE,19.364,19.436,-0.1742,negligible
T1DiabetesGranada,balanced_age_smote_tomek,age,smote_tomek,TIR,MAE,19.364,19.362,0.0045,negligible
T1DiabetesGranada,balanced_age_tomek_links,age,tomek_links,TIR,MAE,19.364,19.44,-0.1856,negligible
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,TIR,MAE,19.364,19.448,-0.1997,negligible
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,TIR,MAE,19.364,19.404,-0.0989,negligible
T1DiabetesGranada,balanced_age_undersampling_smote,age,undersampling_smote,TIR,MAE,19.364,19.416,-0.1306,negligible
T1DiabetesGranada,balanced_sex_jittering,sex,jittering,TIR,MAE,19.364,19.302,0.1548,negligible
T1DiabetesGranada,balanced_sex_oversampling,sex,oversampling,TIR,MAE,19.364,19.38,-0.0375,negligible
T1DiabetesGranada,balanced_sex_oversampling_tomek,sex,oversampling_tomek,TIR,MAE,19.364,19.35,0.0367,negligible
T1DiabetesGranada,balanced_sex_patient_aware_undersampling,sex,patient_aware_undersampling,TIR,MAE,19.364,19.376,-0.0295,negligible
T1DiabetesGranada,balanced_sex_smote,sex,smote,TIR,MAE,19.364,19.398,-0.0823,negligible
T1DiabetesGranada,balanced_sex_smote_tomek,sex,smote_tomek,TIR,MAE,19.364,19.352,0.0291,negligible
T1DiabetesGranada,balanced_sex_tomek_links,sex,tomek_links,TIR,MAE,19.364,19.538,-0.3437,small
T1DiabetesGranada,balanced_sex_undersampling,sex,undersampling,TIR,MAE,19.364,19.316,0.1099,negligible
T1DiabetesGranada,balanced_sex_undersampling_oversampling,sex,undersampling_oversampling,TIR,MAE,19.364,19.398,-0.09,negligible
T1DiabetesGranada,balanced_sex_undersampling_smote,sex,undersampling_smote,TIR,MAE,19.364,19.406,-0.0927,negligible
T1DiabetesGranada,balanced_age_jittering,age,jittering,TAR_1,RMSE,42.95,43.304,-0.5909,medium
T1DiabetesGranada,balanced_age_oversampling,age,oversampling,TAR_1,RMSE,42.95,43.446,-0.7166,medium
T1DiabetesGranada,balanced_age_oversampling_tomek,age,oversampling_tomek,TAR_1,RMSE,42.95,43.058,-0.2019,small
T1DiabetesGranada,balanced_age_patient_aware_undersampling,age,patient_aware_undersampling,TAR_1,RMSE,42.95,42.366,0.7166,medium
T1DiabetesGranada,balanced_age_smote,age,smote,TAR_1,RMSE,42.95,43.358,-0.8304,large
T1DiabetesGranada,balanced_age_smote_tomek,age,smote_tomek,TAR_1,RMSE,42.95,43.072,-0.2122,small
T1DiabetesGranada,balanced_age_tomek_links,age,tomek_links,TAR_1,RMSE,42.95,42.984,-0.0484,negligible
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,TAR_1,RMSE,42.95,43.02,-0.0981,negligible
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,TAR_1,RMSE,42.95,43.362,-0.7605,medium
T1DiabetesGranada,balanced_age_undersampling_smote,age,undersampling_smote,TAR_1,RMSE,42.95,43.086,-0.2483,small
T1DiabetesGranada,balanced_sex_jittering,sex,jittering,TAR_1,RMSE,42.95,43.186,-0.3201,small
T1DiabetesGranada,balanced_sex_oversampling,sex,oversampling,TAR_1,RMSE,42.95,43.178,-0.4658,small
T1DiabetesGranada,balanced_sex_oversampling_tomek,sex,oversampling_tomek,TAR_1,RMSE,42.95,42.856,0.1458,negligible
T1DiabetesGranada,balanced_sex_patient_aware_undersampling,sex,patient_aware_undersampling,TAR_1,RMSE,42.95,43.22,-0.4205,small
T1DiabetesGranada,balanced_sex_smote,sex,smote,TAR_1,RMSE,42.95,42.96,-0.0124,negligible
T1DiabetesGranada,balanced_sex_smote_tomek,sex,smote_tomek,TAR_1,RMSE,42.95,43.072,-0.1774,negligible
T1DiabetesGranada,balanced_sex_tomek_links,sex,tomek_links,TAR_1,RMSE,42.95,42.624,0.362,small
T1DiabetesGranada,balanced_sex_undersampling,sex,undersampling,TAR_1,RMSE,42.95,43.054,-0.1587,negligible
T1DiabetesGranada,balanced_sex_undersampling_oversampling,sex,undersampling_oversampling,TAR_1,RMSE,42.95,43.266,-0.4759,small
T1DiabetesGranada,balanced_sex_undersampling_smote,sex,undersampling_smote,TAR_1,RMSE,42.95,43.5,-0.9689,large
T1DiabetesGranada,balanced_age_jittering,age,jittering,TAR_1,MAE,33.728,34.094,-0.7302,medium
T1DiabetesGranada,balanced_age_oversampling,age,oversampling,TAR_1,MAE,33.728,34.32,-0.9584,large
T1DiabetesGranada,balanced_age_oversampling_tomek,age,oversampling_tomek,TAR_1,MAE,33.728,33.848,-0.2805,small
T1DiabetesGranada,balanced_age_patient_aware_undersampling,age,patient_aware_undersampling,TAR_1,MAE,33.728,32.95,0.7678,medium
T1DiabetesGranada,balanced_age_smote,age,smote,TAR_1,MAE,33.728,34.186,-1.2505,large
T1DiabetesGranada,balanced_age_smote_tomek,age,smote_tomek,TAR_1,MAE,33.728,33.854,-0.2879,small
T1DiabetesGranada,balanced_age_tomek_links,age,tomek_links,TAR_1,MAE,33.728,33.53,0.2938,small
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,TAR_1,MAE,33.728,33.736,-0.013,negligible
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,TAR_1,MAE,33.728,34.212,-1.0678,large
T1DiabetesGranada,balanced_age_undersampling_smote,age,undersampling_smote,TAR_1,MAE,33.728,33.884,-0.3219,small
T1DiabetesGranada,balanced_sex_jittering,sex,jittering,TAR_1,MAE,33.728,34.012,-0.4285,small
T1DiabetesGranada,balanced_sex_oversampling,sex,oversampling,TAR_1,MAE,33.728,33.882,-0.3671,small
T1DiabetesGranada,balanced_sex_oversampling_tomek,sex,oversampling_tomek,TAR_1,MAE,33.728,33.614,0.2107,small
T1DiabetesGranada,balanced_sex_patient_aware_undersampling,sex,patient_aware_undersampling,TAR_1,MAE,33.728,34.036,-0.5483,medium
T1DiabetesGranada,balanced_sex_smote,sex,smote,TAR_1,MAE,33.728,33.732,-0.0052,negligible
T1DiabetesGranada,balanced_sex_smote_tomek,sex,smote_tomek,TAR_1,MAE,33.728,33.868,-0.2579,small
T1DiabetesGranada,balanced_sex_tomek_links,sex,tomek_links,TAR_1,MAE,33.728,33.184,0.4745,small
T1DiabetesGranada,balanced_sex_undersampling,sex,undersampling,TAR_1,MAE,33.728,33.874,-0.2826,small
T1DiabetesGranada,balanced_sex_undersampling_oversampling,sex,undersampling_oversampling,TAR_1,MAE,33.728,34.07,-0.6147,medium
T1DiabetesGranada,balanced_sex_undersampling_smote,sex,undersampling_smote,TAR_1,MAE,33.728,34.334,-1.2418,large
T1DiabetesGranada,balanced_age_jittering,age,jittering,TAR_2,RMSE,66.332,67.122,-0.6633,medium
T1DiabetesGranada,balanced_age_oversampling,age,oversampling,TAR_2,RMSE,66.332,67.014,-0.539,medium
T1DiabetesGranada,balanced_age_oversampling_tomek,age,oversampling_tomek,TAR_2,RMSE,66.332,66.936,-0.4095,small
T1DiabetesGranada,balanced_age_patient_aware_undersampling,age,patient_aware_undersampling,TAR_2,RMSE,66.332,65.352,0.7732,medium
T1DiabetesGranada,balanced_age_smote,age,smote,TAR_2,RMSE,66.332,66.716,-0.3285,small
T1DiabetesGranada,balanced_age_smote_tomek,age,smote_tomek,TAR_2,RMSE,66.332,66.866,-0.3927,small
T1DiabetesGranada,balanced_age_tomek_links,age,tomek_links,TAR_2,RMSE,66.332,65.99,0.2007,small
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,TAR_2,RMSE,66.332,66.508,-0.1464,negligible
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,TAR_2,RMSE,66.332,66.792,-0.3706,small
T1DiabetesGranada,balanced_age_undersampling_smote,age,undersampling_smote,TAR_2,RMSE,66.332,66.394,-0.0447,negligible
T1DiabetesGranada,balanced_sex_jittering,sex,jittering,TAR_2,RMSE,66.332,66.942,-0.5,medium
T1DiabetesGranada,balanced_sex_oversampling,sex,oversampling,TAR_2,RMSE,66.332,66.764,-0.3096,small
T1DiabetesGranada,balanced_sex_oversampling_tomek,sex,oversampling_tomek,TAR_2,RMSE,66.332,66.756,-0.2567,small
T1DiabetesGranada,balanced_sex_patient_aware_undersampling,sex,patient_aware_undersampling,TAR_2,RMSE,66.332,66.64,-0.225,small
T1DiabetesGranada,balanced_sex_smote,sex,smote,TAR_2,RMSE,66.332,66.248,0.068,negligible
T1DiabetesGranada,balanced_sex_smote_tomek,sex,smote_tomek,TAR_2,RMSE,66.332,67.11,-0.5322,medium
T1DiabetesGranada,balanced_sex_tomek_links,sex,tomek_links,TAR_2,RMSE,66.332,65.912,0.2457,small
T1DiabetesGranada,balanced_sex_undersampling,sex,undersampling,TAR_2,RMSE,66.332,67.048,-0.6125,medium
T1DiabetesGranada,balanced_sex_undersampling_oversampling,sex,undersampling_oversampling,TAR_2,RMSE,66.332,66.808,-0.2853,small
T1DiabetesGranada,balanced_sex_undersampling_smote,sex,undersampling_smote,TAR_2,RMSE,66.332,66.82,-0.3951,small
T1DiabetesGranada,balanced_age_jittering,age,jittering,TAR_2,MAE,55.898,56.692,-0.6976,medium
T1DiabetesGranada,balanced_age_oversampling,age,oversampling,TAR_2,MAE,55.898,56.68,-0.6091,medium
T1DiabetesGranada,balanced_age_oversampling_tomek,age,oversampling_tomek,TAR_2,MAE,55.898,56.67,-0.5266,medium
T1DiabetesGranada,balanced_age_patient_aware_undersampling,age,patient_aware_undersampling,TAR_2,MAE,55.898,54.816,0.7656,medium
T1DiabetesGranada,balanced_age_smote,age,smote,TAR_2,MAE,55.898,56.34,-0.3854,small
T1DiabetesGranada,balanced_age_smote_tomek,age,smote_tomek,TAR_2,MAE,55.898,56.596,-0.5451,medium
T1DiabetesGranada,balanced_age_tomek_links,age,tomek_links,TAR_2,MAE,55.898,55.406,0.2838,small
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,TAR_2,MAE,55.898,56.068,-0.1475,negligible
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,TAR_2,MAE,55.898,56.412,-0.4301,small
T1DiabetesGranada,balanced_age_undersampling_smote,age,undersampling_smote,TAR_2,MAE,55.898,56.012,-0.0824,negligible
T1DiabetesGranada,balanced_sex_jittering,sex,jittering,TAR_2,MAE,55.898,56.532,-0.541,medium
T1DiabetesGranada,balanced_sex_oversampling,sex,oversampling,TAR_2,MAE,55.898,56.352,-0.3329,small
T1DiabetesGranada,balanced_sex_oversampling_tomek,sex,oversampling_tomek,TAR_2,MAE,55.898,56.434,-0.3239,small
T1DiabetesGranada,balanced_sex_patient_aware_undersampling,sex,patient_aware_undersampling,TAR_2,MAE,55.898,56.24,-0.2547,small
T1DiabetesGranada,balanced_sex_smote,sex,smote,TAR_2,MAE,55.898,55.762,0.1108,negligible
T1DiabetesGranada,balanced_sex_smote_tomek,sex,smote_tomek,TAR_2,MAE,55.898,56.804,-0.6495,medium
T1DiabetesGranada,balanced_sex_tomek_links,sex,tomek_links,TAR_2,MAE,55.898,55.406,0.2742,small
T1DiabetesGranada,balanced_sex_undersampling,sex,undersampling,TAR_2,MAE,55.898,56.766,-0.7839,medium
T1DiabetesGranada,balanced_sex_undersampling_oversampling,sex,undersampling_oversampling,TAR_2,MAE,55.898,56.468,-0.331,small
T1DiabetesGranada,balanced_sex_undersampling_smote,sex,undersampling_smote,TAR_2,MAE,55.898,56.42,-0.4477,small
T1DiabetesGranada,balanced_age_jittering,age,jittering,ENTIRE,RMSE,37.8,38.088,-0.3657,small
T1DiabetesGranada,balanced_age_oversampling,age,oversampling,ENTIRE,RMSE,37.8,38.048,-0.3006,small
T1DiabetesGranada,balanced_age_oversampling_tomek,age,oversampling_tomek,ENTIRE,RMSE,37.8,37.948,-0.1769,negligible
T1DiabetesGranada,balanced_age_patient_aware_undersampling,age,patient_aware_undersampling,ENTIRE,RMSE,37.8,37.564,0.3719,small
T1DiabetesGranada,balanced_age_smote,age,smote,ENTIRE,RMSE,37.8,37.984,-0.2424,small
T1DiabetesGranada,balanced_age_smote_tomek,age,smote_tomek,ENTIRE,RMSE,37.8,37.926,-0.1485,negligible
T1DiabetesGranada,balanced_age_tomek_links,age,tomek_links,ENTIRE,RMSE,37.8,37.788,0.0143,negligible
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,ENTIRE,RMSE,37.8,37.904,-0.1335,negligible
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,ENTIRE,RMSE,37.8,37.998,-0.2469,small
T1DiabetesGranada,balanced_age_undersampling_smote,age,undersampling_smote,ENTIRE,RMSE,37.8,37.87,-0.0802,negligible
T1DiabetesGranada,balanced_sex_jittering,sex,jittering,ENTIRE,RMSE,37.8,37.928,-0.1486,negligible
T1DiabetesGranada,balanced_sex_oversampling,sex,oversampling,ENTIRE,RMSE,37.8,37.958,-0.1872,negligible
T1DiabetesGranada,balanced_sex_oversampling_tomek,sex,oversampling_tomek,ENTIRE,RMSE,37.8,37.868,-0.0741,negligible
T1DiabetesGranada,balanced_sex_patient_aware_undersampling,sex,patient_aware_undersampling,ENTIRE,RMSE,37.8,37.922,-0.1542,negligible
T1DiabetesGranada,balanced_sex_smote,sex,smote,ENTIRE,RMSE,37.8,37.802,-0.0024,negligible
T1DiabetesGranada,balanced_sex_smote_tomek,sex,smote_tomek,ENTIRE,RMSE,37.8,37.968,-0.1863,negligible
T1DiabetesGranada,balanced_sex_tomek_links,sex,tomek_links,ENTIRE,RMSE,37.8,37.782,0.0211,negligible
T1DiabetesGranada,balanced_sex_undersampling,sex,undersampling,ENTIRE,RMSE,37.8,37.934,-0.1634,negligible
T1DiabetesGranada,balanced_sex_undersampling_oversampling,sex,undersampling_oversampling,ENTIRE,RMSE,37.8,37.994,-0.2226,small
T1DiabetesGranada,balanced_sex_undersampling_smote,sex,undersampling_smote,ENTIRE,RMSE,37.8,38.036,-0.2941,small
T1DiabetesGranada,balanced_age_jittering,age,jittering,ENTIRE,MAE,27.51,27.712,-0.3435,small
T1DiabetesGranada,balanced_age_oversampling,age,oversampling,ENTIRE,MAE,27.51,27.734,-0.3549,small
T1DiabetesGranada,balanced_age_oversampling_tomek,age,oversampling_tomek,ENTIRE,MAE,27.51,27.604,-0.1448,negligible
T1DiabetesGranada,balanced_age_patient_aware_undersampling,age,patient_aware_undersampling,ENTIRE,MAE,27.51,27.304,0.4245,small
T1DiabetesGranada,balanced_age_smote,age,smote,ENTIRE,MAE,27.51,27.672,-0.2816,small
T1DiabetesGranada,balanced_age_smote_tomek,age,smote_tomek,ENTIRE,MAE,27.51,27.59,-0.1221,negligible
T1DiabetesGranada,balanced_age_tomek_links,age,tomek_links,ENTIRE,MAE,27.51,27.438,0.1095,negligible
T1DiabetesGranada,balanced_age_undersampling,age,undersampling,ENTIRE,MAE,27.51,27.59,-0.1414,negligible
T1DiabetesGranada,balanced_age_undersampling_oversampling,age,undersampling_oversampling,ENTIRE,MAE,27.51,27.712,-0.3201,small
T1DiabetesGranada,balanced_age_undersampling_smote,age,undersampling_smote,ENTIRE,MAE,27.51,27.57,-0.0915,negligible
T1DiabetesGranada,balanced_sex_jittering,sex,jittering,ENTIRE,MAE,27.51,27.612,-0.1532,negligible
T1DiabetesGranada,balanced_sex_oversampling,sex,oversampling,ENTIRE,MAE,27.51,27.616,-0.1628,negligible
T1DiabetesGranada,balanced_sex_oversampling_tomek,sex,oversampling_tomek,ENTIRE,MAE,27.51,27.524,-0.0201,negligible
T1DiabetesGranada,balanced_sex_patient_aware_undersampling,sex,patient_aware_undersampling,ENTIRE,MAE,27.51,27.622,-0.1818,negligible
T1DiabetesGranada,balanced_sex_smote,sex,smote,ENTIRE,MAE,27.51,27.512,-0.003,negligible
T1DiabetesGranada,balanced_sex_smote_tomek,sex,smote_tomek,ENTIRE,MAE,27.51,27.648,-0.2127,small
T1DiabetesGranada,balanced_sex_tomek_links,sex,tomek_links,ENTIRE,MAE,27.51,27.466,0.0645,negligible
T1DiabetesGranada,balanced_sex_undersampling,sex,undersampling,ENTIRE,MAE,27.51,27.626,-0.1879,negligible
